ref_date,napcs_group,napcs_group_name,product,uom,value,vector,coordinate,status,terminated
2019-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",99.6,v1230996168,1.162,,
2019-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",97.8,v1230996168,1.162,,
2019-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.6,v1230996168,1.162,,
2019-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",95.9,v1230996168,1.162,,
2019-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.4,v1230996168,1.162,,
2020-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",100.0,v1230996168,1.162,,
2020-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",103.0,v1230996168,1.162,,
2020-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",106.9,v1230996168,1.162,,
2020-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",107.3,v1230996168,1.162,,
2020-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",104.5,v1230996168,1.162,,
2020-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",101.9,v1230996168,1.162,,
2020-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",101.6,v1230996168,1.162,,
2020-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.2,v1230996168,1.162,,
2020-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.2,v1230996168,1.162,,
2020-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.9,v1230996168,1.162,,
2020-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.6,v1230996168,1.162,,
2020-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",96.3,v1230996168,1.162,,
2021-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",97.8,v1230996168,1.162,,
2021-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",98.9,v1230996168,1.162,,
2021-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",99.2,v1230996168,1.162,,
2021-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",100.2,v1230996168,1.162,,
2021-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",104.2,v1230996168,1.162,,
2021-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",105.3,v1230996168,1.162,,
2021-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",110.1,v1230996168,1.162,,
2021-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",113.0,v1230996168,1.162,,
2021-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",113.8,v1230996168,1.162,,
2021-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",112.8,v1230996168,1.162,,
2021-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",113.9,v1230996168,1.162,,
2021-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",122.4,v1230996168,1.162,,
2022-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",123.4,v1230996168,1.162,,
2022-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",123.2,v1230996168,1.162,,
2022-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",122.7,v1230996168,1.162,,
2022-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",132.1,v1230996168,1.162,,
2022-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.6,v1230996168,1.162,,
2022-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",142.1,v1230996168,1.162,,
2022-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",141.3,v1230996168,1.162,,
2022-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",139.9,v1230996168,1.162,,
2022-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",143.5,v1230996168,1.162,,
2022-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",146.6,v1230996168,1.162,,
2022-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",141.4,v1230996168,1.162,,
2022-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",142.2,v1230996168,1.162,,
2023-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",139.6,v1230996168,1.162,,
2023-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.2,v1230996168,1.162,,
2023-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",141.5,v1230996168,1.162,,
2023-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.4,v1230996168,1.162,,
2023-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.7,v1230996168,1.162,,
2023-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.6,v1230996168,1.162,,
2023-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",137.9,v1230996168,1.162,,
2023-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",141.3,v1230996168,1.162,,
2023-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",143.0,v1230996168,1.162,,
2023-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",144.1,v1230996168,1.162,,
2023-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.5,v1230996168,1.162,,
2023-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.9,v1230996168,1.162,,
2024-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.7,v1230996168,1.162,,
2024-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",138.0,v1230996168,1.162,,
2024-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",137.5,v1230996168,1.162,,
2024-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",139.3,v1230996168,1.162,,
2024-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.5,v1230996168,1.162,,
2024-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",138.7,v1230996168,1.162,,
2024-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",138.3,v1230996168,1.162,,
2024-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",137.5,v1230996168,1.162,,
2024-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.5,v1230996168,1.162,,
2024-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",137.7,v1230996168,1.162,,
2024-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.3,v1230996168,1.162,,
2024-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",142.4,v1230996168,1.162,,
2025-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",143.6,v1230996168,1.162,,
2025-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",143.2,v1230996168,1.162,,
2025-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",144.0,v1230996168,1.162,,
2025-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",141.4,v1230996168,1.162,,
2025-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.1,v1230996168,1.162,,
2025-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",138.5,v1230996168,1.162,,
2025-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",133.7,v1230996168,1.162,,
2025-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",134.5,v1230996168,1.162,,
2025-09,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",134.7,v1230996168,1.162,,
2025-10,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.0,v1230996168,1.162,,
2025-11,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.7,v1230996168,1.162,,
2025-12,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",134.7,v1230996168,1.162,,
2026-01,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.0,v1230996168,1.162,,
2026-02,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",135.2,v1230996168,1.162,,
2026-03,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.1,v1230996168,1.162,,
2026-04,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.8,v1230996168,1.162,,
2026-05,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",136.8,v1230996168,1.162,,
2026-06,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",139.4,v1230996168,1.162,,
2026-07,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",140.3,v1230996168,1.162,,
2026-08,P61,Primary ferrous metal products,Cold-rolled iron or steel products [31212],"Index, 202001=100",144.8,v1230996168,1.162,,
2015-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.0,v1230996169,1.163,,
2015-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.2,v1230996169,1.163,,
2015-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.6,v1230996169,1.163,,
2015-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.6,v1230996169,1.163,,
2015-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.3,v1230996169,1.163,,
2015-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.9,v1230996169,1.163,,
2015-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.5,v1230996169,1.163,,
2015-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.2,v1230996169,1.163,,
2015-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.2,v1230996169,1.163,,
2015-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",114.0,v1230996169,1.163,,
2015-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",112.5,v1230996169,1.163,,
2015-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",112.2,v1230996169,1.163,,
2016-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",111.5,v1230996169,1.163,,
2016-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.6,v1230996169,1.163,,
2016-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",109.0,v1230996169,1.163,,
2016-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",109.0,v1230996169,1.163,,
2016-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.9,v1230996169,1.163,,
2016-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.9,v1230996169,1.163,,
2016-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.9,v1230996169,1.163,,
2016-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.6,v1230996169,1.163,,
2016-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.4,v1230996169,1.163,,
2016-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.2,v1230996169,1.163,,
2016-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.2,v1230996169,1.163,,
2016-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.2,v1230996169,1.163,,
2017-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.8,v1230996169,1.163,,
2017-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.8,v1230996169,1.163,,
2017-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.8,v1230996169,1.163,,
2017-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.9,v1230996169,1.163,,
2017-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.9,v1230996169,1.163,,
2017-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.6,v1230996169,1.163,,
2017-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.2,v1230996169,1.163,,
2017-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.8,v1230996169,1.163,,
2017-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.5,v1230996169,1.163,,
2017-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.4,v1230996169,1.163,,
2017-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",100.8,v1230996169,1.163,,
2017-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",102.9,v1230996169,1.163,,
2018-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",103.4,v1230996169,1.163,,
2018-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",103.5,v1230996169,1.163,,
2018-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",104.1,v1230996169,1.163,,
2018-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.9,v1230996169,1.163,,
2018-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.5,v1230996169,1.163,,
2018-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.5,v1230996169,1.163,,
2018-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.5,v1230996169,1.163,,
2018-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.5,v1230996169,1.163,,
2018-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.6,v1230996169,1.163,,
2018-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.2,v1230996169,1.163,,
2018-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",111.0,v1230996169,1.163,,
2018-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",112.1,v1230996169,1.163,,
2019-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",109.1,v1230996169,1.163,,
2019-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",109.0,v1230996169,1.163,,
2019-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",108.8,v1230996169,1.163,,
2019-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.9,v1230996169,1.163,,
2019-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",104.7,v1230996169,1.163,,
2019-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.3,v1230996169,1.163,,
2019-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.2,v1230996169,1.163,,
2019-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.1,v1230996169,1.163,,
2019-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.2,v1230996169,1.163,,
2019-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",105.9,v1230996169,1.163,,
2019-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",103.0,v1230996169,1.163,,
2019-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",102.7,v1230996169,1.163,,
2020-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",100.0,v1230996169,1.163,,
2020-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",100.8,v1230996169,1.163,,
2020-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",103.3,v1230996169,1.163,,
2020-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",100.9,v1230996169,1.163,,
2020-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",102.4,v1230996169,1.163,,
2020-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",102.2,v1230996169,1.163,,
2020-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",102.5,v1230996169,1.163,,
2020-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",103.1,v1230996169,1.163,,
2020-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",106.5,v1230996169,1.163,,
2020-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.8,v1230996169,1.163,,
2020-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.7,v1230996169,1.163,,
2020-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",107.6,v1230996169,1.163,,
2021-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",115.0,v1230996169,1.163,,
2021-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",125.5,v1230996169,1.163,,
2021-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",124.5,v1230996169,1.163,,
2021-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",134.1,v1230996169,1.163,,
2021-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",128.8,v1230996169,1.163,,
2021-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",136.3,v1230996169,1.163,,
2021-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",140.2,v1230996169,1.163,,
2021-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",144.1,v1230996169,1.163,,
2021-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",142.2,v1230996169,1.163,,
2021-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",146.8,v1230996169,1.163,,
2021-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",147.7,v1230996169,1.163,,
2021-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",140.3,v1230996169,1.163,,
2022-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",149.3,v1230996169,1.163,,
2022-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",151.4,v1230996169,1.163,,
2022-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",157.7,v1230996169,1.163,,
2022-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.0,v1230996169,1.163,,
2022-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",167.3,v1230996169,1.163,,
2022-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",167.5,v1230996169,1.163,,
2022-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",172.5,v1230996169,1.163,,
2022-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",178.8,v1230996169,1.163,,
2022-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",178.4,v1230996169,1.163,,
2022-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",177.5,v1230996169,1.163,,
2022-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",189.6,v1230996169,1.163,,
2022-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",184.7,v1230996169,1.163,,
2023-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",177.0,v1230996169,1.163,,
2023-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",176.8,v1230996169,1.163,,
2023-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",167.7,v1230996169,1.163,,
2023-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",169.0,v1230996169,1.163,,
2023-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.8,v1230996169,1.163,,
2023-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",170.3,v1230996169,1.163,,
2023-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",169.2,v1230996169,1.163,,
2023-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",176.6,v1230996169,1.163,,
2023-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",175.9,v1230996169,1.163,,
2023-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",170.4,v1230996169,1.163,,
2023-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",174.7,v1230996169,1.163,,
2023-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",169.2,v1230996169,1.163,,
2024-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.2,v1230996169,1.163,,
2024-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",165.9,v1230996169,1.163,,
2024-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",161.5,v1230996169,1.163,,
2024-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",163.6,v1230996169,1.163,,
2024-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.2,v1230996169,1.163,,
2024-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",167.1,v1230996169,1.163,,
2024-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",161.5,v1230996169,1.163,,
2024-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",166.2,v1230996169,1.163,,
2024-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.1,v1230996169,1.163,,
2024-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",166.0,v1230996169,1.163,,
2024-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",174.4,v1230996169,1.163,,
2024-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",163.4,v1230996169,1.163,,
2025-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",155.1,v1230996169,1.163,,
2025-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",158.3,v1230996169,1.163,,
2025-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",153.6,v1230996169,1.163,,
2025-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",152.9,v1230996169,1.163,,
2025-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",155.8,v1230996169,1.163,,
2025-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",154.7,v1230996169,1.163,,
2025-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",153.5,v1230996169,1.163,,
2025-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",164.2,v1230996169,1.163,,
2025-09,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",169.0,v1230996169,1.163,,
2025-10,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.3,v1230996169,1.163,,
2025-11,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",177.5,v1230996169,1.163,,
2025-12,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",178.2,v1230996169,1.163,,
2026-01,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",182.4,v1230996169,1.163,,
2026-02,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",178.9,v1230996169,1.163,,
2026-03,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",173.6,v1230996169,1.163,,
2026-04,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",168.4,v1230996169,1.163,,
2026-05,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",167.2,v1230996169,1.163,,
2026-06,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",163.3,v1230996169,1.163,,
2026-07,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",161.0,v1230996169,1.163,,
2026-08,P61,Primary ferrous metal products,Ferrous metal castings [31213],"Index, 202001=100",161.0,v1230996169,1.163,,
2015-01,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",96.2,v1230996167,1.161,,
2015-02,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",94.6,v1230996167,1.161,,
2015-03,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",92.9,v1230996167,1.161,,
2015-04,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",90.3,v1230996167,1.161,,
2015-05,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",90.3,v1230996167,1.161,,
2015-06,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",89.2,v1230996167,1.161,,
2015-07,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",90.8,v1230996167,1.161,,
2015-08,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",91.0,v1230996167,1.161,,
2015-09,P61,Primary ferrous metal products,Hot-rolled iron or steel products [31211],"Index, 202001=100",89.5,v1230996167,1.161,,
