ref_date,napcs_group,napcs_group_name,product,uom,value,vector,coordinate,status,terminated
2018-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",80.7,v1230996181,1.175,,
2018-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",79.2,v1230996181,1.175,,
2018-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",80.5,v1230996181,1.175,,
2018-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",81.6,v1230996181,1.175,,
2018-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",83.7,v1230996181,1.175,,
2019-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",86.1,v1230996181,1.175,,
2019-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",86.8,v1230996181,1.175,,
2019-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",86.8,v1230996181,1.175,,
2019-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",86.6,v1230996181,1.175,,
2019-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",85.5,v1230996181,1.175,,
2019-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",86.9,v1230996181,1.175,,
2019-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",89.2,v1230996181,1.175,,
2019-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",95.8,v1230996181,1.175,,
2019-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",99.0,v1230996181,1.175,,
2019-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",96.4,v1230996181,1.175,,
2019-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",95.3,v1230996181,1.175,,
2019-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",95.3,v1230996181,1.175,,
2020-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",100.0,v1230996181,1.175,,
2020-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",102.7,v1230996181,1.175,,
2020-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",99.3,v1230996181,1.175,,
2020-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",103.3,v1230996181,1.175,,
2020-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",107.0,v1230996181,1.175,,
2020-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",108.4,v1230996181,1.175,,
2020-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",119.2,v1230996181,1.175,,
2020-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",138.1,v1230996181,1.175,,
2020-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",134.8,v1230996181,1.175,,
2020-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",128.5,v1230996181,1.175,,
2020-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",126.2,v1230996181,1.175,,
2020-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",126.8,v1230996181,1.175,,
2021-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",129.0,v1230996181,1.175,,
2021-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",131.6,v1230996181,1.175,,
2021-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",123.7,v1230996181,1.175,,
2021-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",124.8,v1230996181,1.175,,
2021-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",128.1,v1230996181,1.175,,
2021-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",126.4,v1230996181,1.175,,
2021-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",125.5,v1230996181,1.175,,
2021-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",120.3,v1230996181,1.175,,
2021-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",118.0,v1230996181,1.175,,
2021-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",116.2,v1230996181,1.175,,
2021-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",120.7,v1230996181,1.175,,
2021-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",116.8,v1230996181,1.175,,
2022-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",118.3,v1230996181,1.175,,
2022-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",122.2,v1230996181,1.175,,
2022-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",128.9,v1230996181,1.175,,
2022-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",125.4,v1230996181,1.175,,
2022-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",117.9,v1230996181,1.175,,
2022-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",115.9,v1230996181,1.175,,
2022-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",107.6,v1230996181,1.175,,
2022-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",110.4,v1230996181,1.175,,
2022-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",109.0,v1230996181,1.175,,
2022-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",113.2,v1230996181,1.175,,
2022-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",117.6,v1230996181,1.175,,
2022-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",127.0,v1230996181,1.175,,
2023-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",129.6,v1230996181,1.175,,
2023-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",122.6,v1230996181,1.175,,
2023-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",126.3,v1230996181,1.175,,
2023-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",136.0,v1230996181,1.175,,
2023-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",133.8,v1230996181,1.175,,
2023-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",127.0,v1230996181,1.175,,
2023-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",128.0,v1230996181,1.175,,
2023-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",127.7,v1230996181,1.175,,
2023-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",127.4,v1230996181,1.175,,
2023-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",126.3,v1230996181,1.175,,
2023-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",131.1,v1230996181,1.175,,
2023-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",131.5,v1230996181,1.175,,
2024-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",128.3,v1230996181,1.175,,
2024-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",127.8,v1230996181,1.175,,
2024-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",137.4,v1230996181,1.175,,
2024-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",152.1,v1230996181,1.175,,
2024-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",158.1,v1230996181,1.175,,
2024-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",157.8,v1230996181,1.175,,
2024-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",160.4,v1230996181,1.175,,
2024-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",158.3,v1230996181,1.175,,
2024-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",164.2,v1230996181,1.175,,
2024-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",176.6,v1230996181,1.175,,
2024-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",173.7,v1230996181,1.175,,
2024-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",174.2,v1230996181,1.175,,
2025-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",178.2,v1230996181,1.175,,
2025-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",187.2,v1230996181,1.175,,
2025-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",193.0,v1230996181,1.175,,
2025-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",192.0,v1230996181,1.175,,
2025-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",195.0,v1230996181,1.175,,
2025-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",206.5,v1230996181,1.175,,
2025-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",214.4,v1230996181,1.175,,
2025-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",215.8,v1230996181,1.175,,
2025-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",237.0,v1230996181,1.175,,
2025-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",271.9,v1230996181,1.175,,
2025-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",275.6,v1230996181,1.175,,
2025-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",314.3,v1230996181,1.175,,
2026-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",395.8,v1230996181,1.175,,
2026-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",374.1,v1230996181,1.175,,
2026-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",359.0,v1230996181,1.175,,
2026-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",350.0,v1230996181,1.175,,
2026-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",348.3,v1230996181,1.175,,
2026-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",314.1,v1230996181,1.175,,
2026-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",292.3,v1230996181,1.175,,
2026-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [32412]","Index, 202001=100",315.7,v1230996181,1.175,,
2015-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.1,v1230996180,1.174,,
2015-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.7,v1230996180,1.174,,
2015-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",84.0,v1230996180,1.174,,
2015-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",83.4,v1230996180,1.174,,
2015-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",82.6,v1230996180,1.174,,
2015-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",81.7,v1230996180,1.174,,
2015-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",80.7,v1230996180,1.174,,
2015-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",81.1,v1230996180,1.174,,
2015-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",81.5,v1230996180,1.174,,
2015-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",83.5,v1230996180,1.174,,
2015-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",79.2,v1230996180,1.174,,
2015-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",79.7,v1230996180,1.174,,
2016-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",83.4,v1230996180,1.174,,
2016-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.5,v1230996180,1.174,,
2016-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.0,v1230996180,1.174,,
2016-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.2,v1230996180,1.174,,
2016-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",88.0,v1230996180,1.174,,
2016-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",88.4,v1230996180,1.174,,
2016-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",96.5,v1230996180,1.174,,
2016-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",96.4,v1230996180,1.174,,
2016-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",96.0,v1230996180,1.174,,
2016-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",90.9,v1230996180,1.174,,
2016-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",90.2,v1230996180,1.174,,
2016-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.8,v1230996180,1.174,,
2017-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",87.3,v1230996180,1.174,,
2017-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",88.8,v1230996180,1.174,,
2017-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",90.5,v1230996180,1.174,,
2017-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",93.3,v1230996180,1.174,,
2017-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",90.7,v1230996180,1.174,,
2017-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",88.8,v1230996180,1.174,,
2017-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",82.9,v1230996180,1.174,,
2017-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.7,v1230996180,1.174,,
2017-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.5,v1230996180,1.174,,
2017-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.2,v1230996180,1.174,,
2017-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.6,v1230996180,1.174,,
2017-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",84.2,v1230996180,1.174,,
2018-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.8,v1230996180,1.174,,
2018-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",87.0,v1230996180,1.174,,
2018-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",88.3,v1230996180,1.174,,
2018-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",87.1,v1230996180,1.174,,
2018-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.6,v1230996180,1.174,,
2018-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",87.5,v1230996180,1.174,,
2018-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",83.8,v1230996180,1.174,,
2018-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",80.7,v1230996180,1.174,,
2018-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",79.2,v1230996180,1.174,,
2018-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",80.5,v1230996180,1.174,,
2018-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",81.6,v1230996180,1.174,,
2018-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",83.7,v1230996180,1.174,,
2019-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.1,v1230996180,1.174,,
2019-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.8,v1230996180,1.174,,
2019-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.8,v1230996180,1.174,,
2019-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.6,v1230996180,1.174,,
2019-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",85.5,v1230996180,1.174,,
2019-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",86.9,v1230996180,1.174,,
2019-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",89.2,v1230996180,1.174,,
2019-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",95.8,v1230996180,1.174,,
2019-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",99.0,v1230996180,1.174,,
2019-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",96.4,v1230996180,1.174,,
2019-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",95.3,v1230996180,1.174,,
2019-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",95.3,v1230996180,1.174,,
2020-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",100.0,v1230996180,1.174,,
2020-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",102.7,v1230996180,1.174,,
2020-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",99.3,v1230996180,1.174,,
2020-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",103.3,v1230996180,1.174,,
2020-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",107.0,v1230996180,1.174,,
2020-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",108.4,v1230996180,1.174,,
2020-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",119.2,v1230996180,1.174,,
2020-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",138.1,v1230996180,1.174,,
2020-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",134.8,v1230996180,1.174,,
2020-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",128.5,v1230996180,1.174,,
2020-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",126.2,v1230996180,1.174,,
2020-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",126.8,v1230996180,1.174,,
2021-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",129.0,v1230996180,1.174,,
2021-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",131.6,v1230996180,1.174,,
2021-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",123.7,v1230996180,1.174,,
2021-04,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",124.8,v1230996180,1.174,,
2021-05,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",128.1,v1230996180,1.174,,
2021-06,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",126.4,v1230996180,1.174,,
2021-07,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",125.5,v1230996180,1.174,,
2021-08,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",120.3,v1230996180,1.174,,
2021-09,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",118.0,v1230996180,1.174,,
2021-10,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",116.2,v1230996180,1.174,,
2021-11,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",120.7,v1230996180,1.174,,
2021-12,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",116.8,v1230996180,1.174,,
2022-01,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",118.3,v1230996180,1.174,,
2022-02,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",122.2,v1230996180,1.174,,
2022-03,P62,Primary non-ferrous metal products,"Unwrought gold, silver, and platinum group metals, and their alloys [324]","Index, 202001=100",128.9,v1230996180,1.174,,
